Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
118	D. Gao	A framework for agricultural pest and disease monitoring based on internet-of-things and unmanned aerial vehicles	2020	Sensors (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081124398&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081124398&origin=inward	143	11/28/2024 19:32	Article	10.3390/s20051487	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85081124398	20	5			118	29.5	118	1	4			
117	Z. Zhang	User Activity Detection and Channel Estimation for Grant-Free Random Access in LEO Satellite-Enabled Internet of Things	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092168456&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092168456&origin=inward	144	11/28/2024 19:32	Article	10.1109/JIOT.2020.2997336	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85092168456	7	9	8811	8825	117	29.25	117	1	4			
117	B. Hammi	A Lightweight ECC-Based Authentication Scheme for Internet of Things (IoT)	2020	IEEE Systems Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087339987&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087339987&origin=inward	145	11/28/2024 19:32	Article	10.1109/JSYST.2020.2970167	1932-8184	https://api.elsevier.com/content/abstract/scopus_id/85087339987	14	3	3440	3450	117	29.25	117	1	4			
117	S. Sepasgozar	A systematic content review of artificial intelligence and the internet of things applications in smart home	2020	Applied Sciences (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085277729&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085277729&origin=inward	146	11/28/2024 19:32	Article	10.3390/app10093074	2076-3417	https://api.elsevier.com/content/abstract/scopus_id/85085277729	10	9			117	29.25	117	1	4			
117	A. Gaddam	"Detecting sensor faults, anomalies and outliers in the internet of things: A survey on the challenges and solutions"	2020	Electronics (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084377883&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084377883&origin=inward	147	11/28/2024 19:32	Article	10.3390/electronics9030511	2079-9292	https://api.elsevier.com/content/abstract/scopus_id/85084377883	9	3			117	29.25	117	1	4			
116	X. Fan	Triboelectric-electromagnetic hybrid nanogenerator driven by wind for self-powered wireless transmission in Internet of Things and self-powered wind speed sensor	2020	Nano Energy		https://api.elsevier.com/content/article/eid/1-s2.0-S2211285519310262	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075887036&origin=inward	148	11/28/2024 19:32	Article	10.1016/j.nanoen.2019.104319	2211-2855	https://api.elsevier.com/content/abstract/scopus_id/85075887036	68				116	29	116	1	4			
115	C. Zhang	Design and application of fog computing and Internet of Things service platform for smart city	2020	Future Generation Computer Systems		https://api.elsevier.com/content/article/eid/1-s2.0-S0167739X19331024	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086501205&origin=inward	149	11/28/2024 19:32	Article	10.1016/j.future.2020.06.016	0167-739X	https://api.elsevier.com/content/abstract/scopus_id/85086501205	112		630	640	115	28.75	115	1	4			
115	H.S. Birkel	Internet of Things – the future of managing supply chain risks	2020	Supply Chain Management		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084222639&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084222639&origin=inward	150	11/28/2024 19:32	Article	10.1108/SCM-09-2019-0356	1359-8546	https://api.elsevier.com/content/abstract/scopus_id/85084222639	25	5	535	548	115	28.75	115	1	4			
115	K.D. Kang	Electronic waste collection systems using Internet of Things (IoT): Household electronic waste management in Malaysia	2020	Journal of Cleaner Production		https://api.elsevier.com/content/article/eid/1-s2.0-S0959652619346712	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077021034&origin=inward	151	11/28/2024 19:32	Article	10.1016/j.jclepro.2019.119801	0959-6526	https://api.elsevier.com/content/abstract/scopus_id/85077021034	252				115	28.75	115	1	4			
114	K. Pradhan	Medical Internet of things using machine learning algorithms for lung cancer detection	2020	Journal of Management Analytics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090019206&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090019206&origin=inward	152	11/28/2024 19:32	Review	10.1080/23270012.2020.1811789	2327-0012	https://api.elsevier.com/content/abstract/scopus_id/85090019206	7	4	591	623	114	28.5	114	1	4			
114	K. Pal	Internet of Things and Blockchain Technology in Apparel Manufacturing Supply Chain Data Management	2020	Procedia Computer Science		https://api.elsevier.com/content/article/eid/1-s2.0-S1877050920305251	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085547057&origin=inward	153	11/28/2024 19:32	Conference Paper	10.1016/j.procs.2020.03.088	1877-0509	https://api.elsevier.com/content/abstract/scopus_id/85085547057	170		450	457	114	28.5	114	1	4			
114	P.K.D. Pramanik	"Advancing Modern Healthcare with Nanotechnology, Nanobiosensors, and Internet of Nano Things: Taxonomies, Applications, Architecture, and Challenges"	2020	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083743900&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083743900&origin=inward	154	11/28/2024 19:32	Article	10.1109/ACCESS.2020.2984269	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85083743900	8		65230	65266	114	28.5	114	1	4			
114	F. Sadoughi	Internet of things in medicine: A systematic mapping study	2020	Journal of Biomedical Informatics		https://api.elsevier.com/content/article/eid/1-s2.0-S1532046420300101	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079349868&origin=inward	155	11/28/2024 19:32	Review	10.1016/j.jbi.2020.103383	1532-0464	https://api.elsevier.com/content/abstract/scopus_id/85079349868	103				114	28.5	114	1	4			
114	Y. Sun	Internet of Things-Based Online Condition Monitor and Improved Adaptive Fuzzy Control for a Medium-Low-Speed Maglev Train System	2020	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078846430&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078846430&origin=inward	156	11/28/2024 19:32	Article	10.1109/TII.2019.2938145	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85078846430	16	4	2629	2639	114	28.5	114	1	4			
113	C. Liang	Intrusion detection system for the internet of things based on blockchain and multi-agent systems	2020	Electronics (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087904312&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087904312&origin=inward	157	11/28/2024 19:32	Article	10.3390/electronics9071120	2079-9292	https://api.elsevier.com/content/abstract/scopus_id/85087904312	9	7	1	27	113	28.25	113	1	4			
113	X. Wang	FANN-on-MCU: An Open-Source Toolkit for Energy-Efficient Neural Network Inference at the Edge of the Internet of Things	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084915355&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084915355&origin=inward	158	11/28/2024 19:32	Article	10.1109/JIOT.2020.2976702	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85084915355	7	5	4403	4417	113	28.25	113	1	4			
113	M.Q. Aldossari	Consumer Acceptance of Internet of Things (IoT): Smart Home Context	2020	Journal of Computer Information Systems		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057543453&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057543453&origin=inward	159	11/28/2024 19:32	Article	10.1080/08874417.2018.1543000	0887-4417	https://api.elsevier.com/content/abstract/scopus_id/85057543453	60	6	507	517	113	28.25	113	1	4			
112	R. Lakshmanan	Automated smart hydroponics system using internet of things	2020	International Journal of Electrical and Computer Engineering		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092324327&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092324327&origin=inward	160	11/28/2024 19:32	Article	10.11591/IJECE.V10I6.PP6389-6398	2088-8708	https://api.elsevier.com/content/abstract/scopus_id/85092324327	10	6	6389	6398	112	28	112	1	4			
112	M.H. Ronaghi	A contextualized study of the usage of the Internet of things (IoTs) in smart farming in a typical Middle Eastern country within the context of Unified Theory of Acceptance and Use of Technology model (UTAUT)	2020	Technology in Society		https://api.elsevier.com/content/article/eid/1-s2.0-S0160791X20304942	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092001502&origin=inward	161	11/28/2024 19:32	Article	10.1016/j.techsoc.2020.101415	0160-791X	https://api.elsevier.com/content/abstract/scopus_id/85092001502	63				112	28	112	1	4			
112	R. Ande	Internet of Things: Evolution and technologies from a security perspective	2020	Sustainable Cities and Society		https://api.elsevier.com/content/article/eid/1-s2.0-S2210670719303725	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075452788&origin=inward	162	11/28/2024 19:32	Article	10.1016/j.scs.2019.101728	2210-6707	https://api.elsevier.com/content/abstract/scopus_id/85075452788	54				112	28	112	1	4			
111	A.S. Adly	Approaches Based on artificial intelligence and the internet of intelligent things to prevent the spread of COVID-19: Scoping review	2020	Journal of Medical Internet Research		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089359084&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089359084&origin=inward	163	11/28/2024 19:32	Review	10.2196/19104	1438-8871	https://api.elsevier.com/content/abstract/scopus_id/85089359084	22	8			111	27.75	111	1	4			
111	B. Diène	Data management techniques for Internet of Things	2020	Mechanical Systems and Signal Processing		https://api.elsevier.com/content/article/eid/1-s2.0-S088832701930785X	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076848631&origin=inward	164	11/28/2024 19:32	Article	10.1016/j.ymssp.2019.106564	0888-3270	https://api.elsevier.com/content/abstract/scopus_id/85076848631	138				111	27.75	111	1	4			
110	G. Mei	"A Survey of Internet of Things (IoT) for Geohazard Prevention: Applications, Technologies, and Challenges"	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084931203&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084931203&origin=inward	165	11/28/2024 19:32	Review	10.1109/JIOT.2019.2952593	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85084931203	7	5	4371	4386	110	27.5	110	1	4			
110	M. Kamran	Blockchain and Internet of Things: A bibliometric study	2020	Computers and Electrical Engineering		https://api.elsevier.com/content/article/eid/1-s2.0-S0045790618333913	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076024365&origin=inward	166	11/28/2024 19:32	Article	10.1016/j.compeleceng.2019.106525	0045-7906	https://api.elsevier.com/content/abstract/scopus_id/85076024365	81				110	27.5	110	1	4			
109	Q. Zhu	Applications of distributed ledger technologies to the internet of things: A survey	2020	ACM Computing Surveys		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075606103&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075606103&origin=inward	167	11/28/2024 19:32	Article	10.1145/3359982	0360-0300	https://api.elsevier.com/content/abstract/scopus_id/85075606103	52	6			109	27.25	109	1	4			
108	T.R. Wanasinghe	The Internet of Things in the Oil and Gas Industry: A Systematic Review	2020	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092174807&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092174807&origin=inward	168	11/28/2024 19:32	Article	10.1109/JIOT.2020.2995617	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85092174807	7	9	8654	8673	108	27	108	1	4			
108	J. Saini	Indoor air quality monitoring systems based on internet of things: A systematic review	2020	International Journal of Environmental Research and Public Health		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088009210&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088009210&origin=inward	169	11/28/2024 19:32	Review	10.3390/ijerph17144942	1661-7827	https://api.elsevier.com/content/abstract/scopus_id/85088009210	17	14	1	22	108	27	108	1	4			
108	A. Islam	A blockchain-based secure healthcare scheme with the assistance of unmanned aerial vehicle in Internet of Things	2020	Computers and Electrical Engineering		https://api.elsevier.com/content/article/eid/1-s2.0-S0045790620304821	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082109790&origin=inward	170	11/28/2024 19:32	Article	10.1016/j.compeleceng.2020.106627	0045-7906	https://api.elsevier.com/content/abstract/scopus_id/85082109790	84				108	27	108	1	4			
108	S. Sadowski	Wireless technologies for smart agricultural monitoring using internet of things devices with energy harvesting capabilities	2020	Computers and Electronics in Agriculture		https://api.elsevier.com/content/article/eid/1-s2.0-S0168169919318381	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081664837&origin=inward	171	11/28/2024 19:32	Article	10.1016/j.compag.2020.105338	0168-1699	https://api.elsevier.com/content/abstract/scopus_id/85081664837	172				108	27	108	1	4			
107	H.F. Atlam	A review of blockchain in internet of things and Ai	2020	Big Data and Cognitive Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094671377&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094671377&origin=inward	172	11/28/2024 19:32	Review	10.3390/bdcc4040028	2504-2289	https://api.elsevier.com/content/abstract/scopus_id/85094671377	4	4	1	27	107	26.75	107	1	4			
107	Y. Cao	Efficient Traceability Systems of Steel Products Using Blockchain-Based Industrial Internet of Things	2020	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086067761&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086067761&origin=inward	173	11/28/2024 19:32	Article	10.1109/TII.2019.2942211	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85086067761	16	9	6004	6012	107	26.75	107	1	4			
106	P.W. Khan	A blockchain-based secure image encryption scheme for the industrial internet of things	2020	Entropy		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85080967111&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85080967111&origin=inward	174	11/28/2024 19:32	Article	10.3390/e22020175	1099-4300	https://api.elsevier.com/content/abstract/scopus_id/85080967111	22	2			106	26.5	106	1	4			
106	M.A.G. Santos	"Online heart monitoring systems on the internet of health things environments: A survey, a reference model and an outlook"	2020	Information Fusion		https://api.elsevier.com/content/article/eid/1-s2.0-S1566253518309035	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068125262&origin=inward	175	11/28/2024 19:32	Article	10.1016/j.inffus.2019.06.004	1566-2535	https://api.elsevier.com/content/abstract/scopus_id/85068125262	53		222	239	106	26.5	106	1	4			
105	A. Sharma	Towards trustworthy Internet of Things: A survey on Trust Management applications and schemes	2020	Computer Communications		https://api.elsevier.com/content/article/eid/1-s2.0-S0140366419319073	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087197123&origin=inward	176	11/28/2024 19:32	Review	10.1016/j.comcom.2020.06.030	0140-3664	https://api.elsevier.com/content/abstract/scopus_id/85087197123	160		475	493	105	26.25	105	1	4			
105	J. Qi	An overview of data fusion techniques for Internet of Things enabled physical activity recognition and measure	2020	Information Fusion		https://api.elsevier.com/content/article/eid/1-s2.0-S1566253519302258	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072276495&origin=inward	177	11/28/2024 19:32	Article	10.1016/j.inffus.2019.09.002	1566-2535	https://api.elsevier.com/content/abstract/scopus_id/85072276495	55		269	280	105	26.25	105	1	4			
